duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,label
380,udp,dns,SF,3909,24638,2,239,362,0.7366417866100926,0.5702738913611044,291,0.06625713175936188,normal
249,icmp,imap,REJ,2684,44106,1,433,80,0.3072310865189316,0.6878054326370096,74,0.80226195576604,normal
462,icmp,irc,SF,4665,1653,0,271,16,0.8139731787612435,0.7660804107817271,423,0.25134624608781664,normal
4,icmp,smtp,S0,1395,9424,2,383,230,0.6675332513946711,0.861856877663604,5,0.849721872011789,normal
20,icmp,imap,SF,3416,4685,2,94,281,0.7306954269469824,0.7194003108697801,422,0.709179895674747,normal
220,icmp,imap,REJ,334,234,0,612,689,0.7591762970182815,0.27307643680881777,193,0.9566763937573733,attack
214,udp,dns,REJ,1998,608,1,613,54,0.42778365477506197,0.5207411437007949,139,0.5933165560368411,attack
333,icmp,ftp,REJ,5884,5873,1,479,208,0.34771403231708653,0.4585873122036519,329,0.9600855777714271,normal
436,icmp,http,REJ,3180,1121,1,459,107,0.7927279546217955,0.7519660580615253,299,0.6320008270860653,attack
236,icmp,dns,SF,745,363,0,602,372,0.2511042039690652,0.016379345457311567,169,0.043500358203145684,attack
230,icmp,smtp,S0,4562,14843,2,436,86,0.3496456924201109,0.3134182870886121,494,0.9401406591397142,normal
71,icmp,imap,RSTOS0,5560,38675,2,443,215,0.7091975047317585,0.2007347458751465,275,0.13611562893756912,normal
136,udp,dns,REJ,959,5200,0,88,478,0.7887491667235358,0.0006297503913728075,284,0.30150553806769564,normal
107,udp,smtp,S0,3952,12196,0,145,256,0.4130946300277425,0.172310886267098,214,0.9902970516167178,normal
76,icmp,telnet,SF,3975,6735,2,336,330,0.15581790744045354,0.05315216257165256,408,0.7583297481882664,normal
128,tcp,ftp,REJ,7755,1802,0,95,285,0.003806644401018633,0.8658220088703389,262,0.624761399380201,normal
192,udp,dns,SF,1352,20045,1,133,125,0.7053636707861228,0.8631955417569936,412,0.9194976037629649,normal
95,udp,ssh,SF,4004,40646,0,322,215,0.1680174869983848,0.47036094729629385,203,0.1251253784299855,normal
408,tcp,dns,SF,2556,11482,1,38,395,0.9616055730956616,0.6236333707356633,346,0.041096380551927214,normal
548,udp,ssh,REJ,1944,1215,0,18,326,0.6251447245314075,0.26796227145128804,436,0.005800622062127059,attack
406,udp,smtp,RSTO,7283,16943,0,437,157,0.3115486317608338,0.958005521403658,430,0.7599464059783394,normal
532,tcp,telnet,RSTOS0,1194,139,1,590,244,0.6988997404952916,0.7222224252151891,225,0.25123267738198396,attack
351,udp,imap,REJ,3809,36596,1,366,297,0.403264183139867,0.624016487561575,6,0.8646773052601073,normal
7,udp,telnet,S0,812,677,2,990,347,0.9192667409548962,0.14730772965725691,409,0.6690139986635935,attack
148,udp,pop3,RSTO,6823,18624,1,154,123,0.20900532340417532,0.1466523386190739,391,0.44874443510875794,normal
270,icmp,ftp,S0,6125,18749,2,459,193,0.596536787419335,0.12463381190312195,2,0.955632323495998,normal
41,icmp,ftp,RSTOS0,4782,48570,2,445,288,0.17692561404380525,0.6229718377266941,408,0.7334852974229649,normal
319,icmp,http,RSTOS0,1091,20413,0,97,146,0.20150046409298472,0.6405181923060355,498,0.9233570342978508,normal
435,udp,ssh,RSTO,4901,47612,0,132,437,0.4638467773898346,0.6048856082288204,463,0.4463093417820886,normal
153,icmp,irc,RSTO,9264,20677,2,496,331,0.5554888088017809,0.06388746629492625,173,0.2561053495214476,normal
300,udp,irc,S0,6270,9292,2,480,428,0.13121142528066,0.26352168350276484,301,0.3854166783581944,normal
443,udp,irc,S0,3617,16220,1,378,240,0.6700902304440852,0.8864876852792078,364,0.18796709992497596,normal
134,tcp,ftp,RSTOS0,1097,22410,1,495,326,0.614051638244679,0.019363296594811175,429,0.753856975022175,normal
60,icmp,imap,SF,783,1910,0,284,412,0.4587331042398052,0.47141502509021305,476,0.7057228001354852,attack
324,tcp,irc,RSTO,1664,9968,1,254,217,0.07732234550085304,0.9811152297065907,56,0.30900809182395694,normal
351,tcp,dns,RSTOS0,4822,47295,2,325,133,0.12375707746686415,0.3301475212747018,415,0.027320486673572786,normal
474,tcp,smtp,S0,2277,5821,1,394,36,0.6273623041683446,0.2539093543471054,29,0.48071350327181794,normal
230,udp,irc,SF,1698,1827,1,151,703,0.6380331678839949,0.008495330340328455,422,0.9803784164747954,attack
70,icmp,smtp,SF,5322,4061,0,385,335,0.3245079786357309,0.05175885303101291,424,0.5293623668269726,normal
736,tcp,http,RSTOS0,67,1004,0,800,465,0.21587184688021333,0.6958415674786371,96,0.1609842914700137,attack
302,icmp,dns,RSTOS0,4362,725,0,728,26,0.5209794543952443,0.9303854404223751,64,0.8334397830878096,attack
356,tcp,irc,SF,5329,45873,0,16,494,0.7669934661531188,0.9897212891493402,430,0.9493233660876306,normal
220,icmp,http,REJ,3581,19688,1,428,235,0.43416369479277483,0.308729381057926,398,0.058960616604662786,normal
333,icmp,telnet,RSTOS0,592,162,2,919,344,0.6394763376902525,0.22349528390117734,399,0.9337444416676605,attack
261,icmp,ftp,RSTOS0,710,11366,1,21,289,0.5375052053757877,0.20346670365953523,457,0.49637626765695686,normal
168,udp,pop3,RSTOS0,5734,43404,2,480,418,0.12216308083431049,0.2643064148505675,223,0.3672144040452786,normal
238,tcp,dns,SF,6063,11526,2,6,440,0.3480037687598495,0.38104424518121416,373,0.3404180674759373,normal
39,icmp,telnet,S0,1630,20433,0,106,301,0.1765247619471898,0.7901778431041926,188,0.3283817578207504,normal
559,icmp,ftp,S0,4483,1989,2,215,100,0.7191481778436764,0.5807430309667488,53,0.14803248800018443,attack
434,icmp,ssh,S0,5475,24154,0,310,382,0.370669257207512,0.40501893683218537,366,0.27191940792707203,normal
292,icmp,ssh,S0,8165,49651,1,124,114,0.8303617592780399,0.8120811131217027,291,0.5884531921702479,normal
490,udp,smtp,RSTO,4938,21702,0,472,259,0.09228064759190013,0.9180835954518356,247,0.75575551228912,normal
379,udp,smtp,REJ,1668,10204,2,256,310,0.25300520630988,0.28571417883450434,338,0.6299914062241271,normal
462,icmp,smtp,REJ,2497,204,1,349,67,0.7846647746197617,0.05548564107567233,404,0.3716561275682818,attack
220,udp,pop3,S0,5359,16258,2,340,392,0.3311698403252352,0.6016867381802531,171,0.0584254196074635,normal
129,icmp,ssh,RSTOS0,901,49087,1,184,199,0.1296320407123891,0.3471736218332727,474,0.8592097186633171,normal
327,udp,ftp,RSTO,689,8787,1,203,151,0.7614553312034725,0.5974625053080209,76,0.551451154305333,normal
96,tcp,ftp,REJ,3274,20609,1,466,138,0.27566293241757667,0.7322757973155768,178,0.17851020428704467,normal
426,tcp,telnet,RSTO,3524,25904,1,471,147,0.5733128644466514,0.5827815837180015,74,0.6169748780783755,normal
945,tcp,imap,SF,2219,21,1,178,17,0.8585082281850361,0.4326133633197071,65,0.392030692751152,attack
259,icmp,ssh,REJ,3820,1435,1,11,597,0.39366591993663114,0.08810924032720902,361,0.9647513632471773,attack
376,icmp,dns,SF,8269,18983,2,416,434,0.5048547488820471,0.5162948331501069,337,0.8435079707226235,normal
960,icmp,http,REJ,2351,150,2,964,665,0.19175757182919206,0.07521249021098819,57,0.16789583578756495,attack
90,udp,telnet,S0,7998,44449,2,353,440,0.16478316575523988,0.3114097789395127,146,0.7019310424438764,normal
305,tcp,imap,REJ,4543,22346,1,107,261,0.6400703322237786,0.6691194148861663,146,0.8073539441121919,normal
364,icmp,dns,SF,1661,151,0,146,92,0.5452908943075642,0.2046812173527489,197,0.6404638016261329,normal
176,tcp,imap,RSTOS0,6443,8772,2,347,488,0.24904404198203478,0.28272901238305503,230,0.5740663792687083,normal
114,udp,smtp,RSTOS0,6468,11209,0,433,356,0.3296746945925493,0.6198553218410491,437,0.27986897152042134,normal
51,udp,imap,S0,1982,215,2,800,166,0.1739434909003289,0.16772587093897817,46,0.8982936022863842,attack
461,tcp,irc,S0,5232,29332,2,233,390,0.012814650588500953,0.698625427384633,243,0.23573098003000426,normal
170,icmp,imap,SF,823,32258,0,202,423,0.8366795761476022,0.5467448654450371,23,0.47991052849206195,normal
4,udp,ftp,REJ,7709,30232,2,113,338,0.4178603485046831,0.5776006659287223,444,0.17077222302610662,normal
29,icmp,pop3,S0,8804,15506,2,346,144,0.7180665107553083,0.30079626024023065,65,0.9782008978226113,normal
452,tcp,ftp,RSTOS0,6732,2691,1,408,334,0.8020309875232321,0.8396565065702339,152,0.9969451669278978,normal
744,icmp,dns,RSTO,2819,1827,2,434,131,0.02717894462605963,0.8122210704649232,276,0.6447333497973472,attack
112,icmp,ssh,SF,4211,39169,0,470,370,0.32369803201721625,0.6782370514992139,216,0.11620148256223717,normal
823,icmp,telnet,SF,670,733,2,568,21,0.9049868050550081,0.3497359389579565,457,0.2500032538006175,attack
48,tcp,imap,SF,9499,44658,2,2,416,0.7017065841165571,0.0902545661886891,235,0.4560054692897769,normal
61,udp,smtp,SF,5207,28882,1,205,440,0.7225550577942713,0.19077291123062157,145,0.31728817922971153,normal
687,icmp,dns,REJ,2740,358,2,978,70,0.4979161253823333,0.23080813435990066,402,0.8182476817352321,attack
497,udp,dns,SF,5501,1501,2,411,463,0.5334541678426853,0.4081274267243602,57,0.9857673452535337,normal
341,icmp,ssh,S0,5735,27311,0,45,36,0.2532591739721597,0.9388318299570964,57,0.647941535485333,normal
599,icmp,dns,RSTOS0,247,1795,1,552,765,0.18358667490668512,0.11033711158621451,123,0.038586313291002816,attack
176,tcp,telnet,SF,1437,13469,2,329,280,0.2533647288940776,0.34792923277679644,108,0.20547706571097202,normal
388,icmp,imap,RSTOS0,9927,28267,1,468,46,0.7855933375433521,0.19292072625892376,178,0.9735705815902407,normal
88,tcp,irc,RSTOS0,5934,26366,0,412,342,0.23556865180272346,0.8258917177447093,73,0.6689905344835602,normal
324,udp,dns,S0,2547,24820,1,170,93,0.6339765767215981,0.05536455295769016,490,0.43771734542000074,normal
51,tcp,telnet,REJ,807,9436,2,425,290,0.21305666585113592,0.24261578816498652,13,0.027164735960724773,normal
113,udp,http,SF,9774,2533,1,131,123,0.698753562921908,0.2596380875255958,205,0.29611010428068163,normal
37,icmp,ftp,S0,5272,10014,2,314,29,0.3930771738241009,0.6005284797113769,226,0.7214144680581529,normal
531,tcp,dns,REJ,3563,1266,2,808,511,0.24280941318196858,0.1818229687245575,273,0.7588250911777947,attack
241,tcp,imap,SF,6118,11064,1,19,377,0.11676461125348625,0.14069522174240878,50,0.4460319092600127,normal
392,udp,http,RSTO,9212,26073,1,48,404,0.13018777430610795,0.6859005002083208,280,0.4032365825298878,normal
564,udp,http,S0,722,732,2,112,815,0.4994447920939855,0.4779596434791845,236,0.07143997071514874,attack
162,tcp,ftp,SF,3476,9750,2,383,54,0.9522385286524495,0.14853368639693698,208,0.5924925563223478,normal
441,icmp,http,REJ,6019,39643,1,140,75,0.8676656097008894,0.47310752111283305,135,0.4837243826914145,normal
345,tcp,ssh,REJ,964,9011,0,101,346,0.6869620862699648,0.7134902362362359,424,0.45683716640594796,normal
260,icmp,http,S0,8487,13854,2,468,7,0.922750920368031,0.19677949803556194,486,0.6754192512098534,normal
349,icmp,ssh,S0,5589,17104,1,204,265,0.16337781607271806,0.09782956201474535,171,0.8423495797295586,normal
443,icmp,smtp,RSTO,5715,855,2,468,254,0.8820643949689303,0.695279635091173,465,0.23079429103953153,normal
693,udp,ssh,S0,3202,55,0,711,140,0.12302847096746594,0.26150460183173296,328,0.8599869073732203,attack
740,udp,smtp,S0,2392,1745,2,313,824,0.19548619172615778,0.09562328562424915,85,0.01348700444138795,attack
79,icmp,ftp,RSTOS0,6895,1236,2,349,393,0.8915206489847922,0.5224690071183405,217,0.7796626476036559,normal
423,icmp,dns,S0,4745,1683,0,265,782,0.8162694693772801,0.8824636520876034,2,0.2879007435748643,attack
454,tcp,http,RSTO,952,4811,0,49,262,0.8456509415443596,0.6970672722235737,446,0.22701853711039566,normal
247,icmp,pop3,SF,1347,47528,0,68,49,0.9205428914541096,0.3144399714456845,141,0.5802601756485246,normal
248,tcp,irc,REJ,552,23506,0,372,174,0.28734517960813344,0.3342989063743409,321,0.6108242082100229,normal
405,icmp,telnet,RSTOS0,5070,13128,2,178,73,0.4941828697679683,0.018710467164203992,340,0.0007082061003101936,normal
225,udp,irc,SF,412,32817,2,448,37,0.2431205257589223,0.3844451480432639,216,0.002964546831905057,normal
339,udp,http,S0,3163,46818,2,290,193,0.25622672148923153,0.09821331774715292,164,0.19608966655108584,normal
141,tcp,imap,SF,7816,23141,1,21,3,0.733027717215927,0.7476385569931068,176,0.2700112838058595,normal
16,tcp,telnet,SF,2629,28453,2,220,162,0.5235936275201628,0.310006113589645,54,0.19756400719774092,normal
251,udp,smtp,RSTO,1487,13156,1,404,485,0.038027111977306904,0.023104087623388225,312,0.9443654100145098,normal
432,icmp,imap,REJ,9657,28214,2,497,162,0.35292947599556257,0.5716139178599708,448,0.386757338217931,normal
135,icmp,ftp,S0,3147,21929,1,165,166,0.22312104103096309,0.2422610851523772,360,0.9356397536522988,normal
145,icmp,pop3,RSTO,9142,2917,0,136,412,0.7090477216027237,0.3660365865439671,307,0.9570464376089125,normal
214,tcp,pop3,S0,5290,4637,2,429,364,0.7345186563567961,0.7959508692733578,336,0.6057401495322484,normal
38,udp,http,SF,9130,1498,2,261,242,0.3454272366468094,0.900032363274916,73,0.8353809048927355,normal
332,tcp,ssh,REJ,5149,8388,1,52,198,0.33193567988111783,0.16671852296540957,337,0.592232896413684,normal
445,tcp,smtp,RSTO,4114,13608,2,365,69,0.773144451312675,0.6454422026762544,43,0.4266367211653924,normal
356,icmp,smtp,SF,8644,1648,0,64,472,0.7953639158041261,0.9115464336462201,456,0.7442686751041597,normal
271,tcp,irc,S0,6781,46953,1,189,125,0.10395373374655481,0.06465722642925664,266,0.21650126821720272,normal
59,tcp,irc,RSTO,299,19895,2,126,5,0.648596891353243,0.7228037521738161,24,0.7125727193952548,normal
450,icmp,telnet,RSTOS0,6475,4233,1,424,480,0.8967281929963138,0.7062140236195006,262,0.18884387287154702,normal
420,icmp,telnet,SF,8705,2194,2,86,146,0.1530690608812627,0.04453122566528489,140,0.1421858323760561,normal
247,tcp,ftp,RSTO,3786,46437,1,347,326,0.1319867442733701,0.8998850417493975,34,0.41779098343085475,normal
4,tcp,http,RSTOS0,493,42543,0,403,462,0.11155000207592514,0.6242189554636973,37,0.6892153945278895,normal
278,icmp,smtp,S0,1418,49807,0,275,177,0.38379867704781134,0.7662373023944301,181,0.2869470837924062,normal
30,udp,dns,RSTOS0,4993,708,2,293,17,0.32472562250643444,0.3468880327586794,236,0.15753981461299704,normal
30,udp,imap,RSTOS0,822,49907,2,68,441,0.2587034130508934,0.048421925730864124,489,0.9315167309101083,normal
674,tcp,irc,SF,3849,791,0,382,465,0.4240244797003171,0.4962791997743955,289,0.6271858958767288,attack
390,tcp,irc,RSTOS0,1303,13583,2,125,229,0.5507989272598827,0.17295185092879406,172,0.2854791474699161,normal
284,udp,dns,REJ,8469,27620,1,92,366,0.7545456881329851,0.27681055244780384,6,0.7580316284163917,normal
497,icmp,http,REJ,635,47455,2,142,488,0.45044423597578676,0.3319411346295038,331,0.6142746151988195,normal
459,tcp,ssh,REJ,4115,44224,0,29,424,0.5075536294021116,0.9033610535681226,454,0.8649961381596686,normal
421,icmp,telnet,SF,7409,29591,1,247,186,0.4363909274802632,0.29600262288143553,417,0.5721221494417733,normal
469,tcp,ftp,S0,7799,30512,2,200,259,0.9127528081609347,0.5186064301279183,76,0.5985359303245936,normal
468,udp,smtp,S0,8427,14849,1,343,140,0.37382449094802217,0.6504820615461886,83,0.11401136221774744,normal
283,icmp,http,S0,169,37318,1,340,358,0.0515609861776446,0.695279250423816,200,0.5443454964405646,normal
182,tcp,smtp,S0,8230,32811,1,327,3,0.387490488547784,0.6980690193138464,425,0.8511452214081388,normal
177,icmp,ftp,RSTOS0,5074,7103,0,495,325,0.28724635893503014,0.5352973671337607,453,0.3175377409982455,normal
320,icmp,telnet,RSTO,3845,11738,2,10,431,0.9686887040696515,0.24958464760127552,263,0.9334785765740526,normal
480,tcp,ssh,RSTO,2484,49539,1,357,135,0.2857933523056404,0.34905710304244897,8,0.6778724839157774,normal
221,udp,ftp,RSTO,722,1429,1,782,351,0.017317989719565552,0.7203037317401566,264,0.8533806643292488,attack
385,icmp,irc,S0,4312,34749,1,363,199,0.45510881898640343,0.21844377139286397,101,0.3660742003640475,normal
59,udp,imap,REJ,8067,22568,1,24,56,0.31498382546741943,0.11524228683756688,344,0.4517913933108323,normal
242,icmp,dns,RSTOS0,1844,1273,2,794,478,0.8210239052025561,0.28841073826306574,36,0.31559410584183356,attack
70,icmp,smtp,RSTOS0,1615,45147,2,111,333,0.052713726723492615,0.9954739500762209,472,0.26362599143182386,normal
461,tcp,ftp,RSTOS0,7968,2916,1,373,117,0.1594975334911426,0.7391618180432623,280,0.28909012855026217,normal
374,icmp,smtp,REJ,610,575,2,400,769,0.6426350687439173,0.8594897595171661,225,0.41203722349051675,attack
10,tcp,http,REJ,2480,37908,1,307,256,0.7002655974310279,0.9263756983162428,405,0.8181441145523157,normal
865,icmp,pop3,RSTOS0,3820,1481,0,644,794,0.24412106413468182,0.21238933680384453,367,0.7894545168822,attack
420,tcp,telnet,REJ,3754,1813,1,167,46,0.8905535859613747,0.8960149990441765,217,0.7685084426360987,attack
265,icmp,irc,RSTOS0,9430,27837,1,313,367,0.36387479909256926,0.08270132047632428,281,0.46855267803529965,normal
365,udp,http,RSTOS0,1475,18801,0,254,161,0.7026381208885781,0.5243365061393193,468,0.2595472345180986,normal
124,icmp,ssh,S0,3046,1,2,945,357,0.4501894034096101,0.08400014590031546,24,0.44210503700021864,attack
482,udp,imap,RSTOS0,4072,33286,2,282,272,0.019328883108552852,0.33195034111926036,194,0.4093286600849423,normal
463,tcp,pop3,RSTOS0,3197,26962,1,107,407,0.14981657296976048,0.03783245123706058,153,0.6751513348546606,normal
19,udp,smtp,RSTO,6586,41010,0,141,403,0.8571786351865563,0.20080955648223664,236,0.09258811124998101,normal
192,tcp,ftp,S0,1591,22827,1,125,109,0.9356238362227709,0.019906532210425154,205,0.18346196048569097,normal
22,tcp,http,RSTO,1058,1037,0,457,47,0.20244428016206284,0.3387213661717555,399,0.45598349047162257,normal
18,tcp,telnet,RSTO,4822,236,0,176,175,0.183585139945051,0.030802742293839835,358,0.33708785099913396,attack
314,udp,dns,RSTO,8410,2497,0,284,453,0.5994602399989143,0.49762195295243294,430,0.5270734938079544,normal
268,icmp,imap,RSTOS0,1236,26285,2,51,18,0.061729218496091365,0.4780055155192783,157,0.4710866789399283,normal
851,udp,ssh,SF,3012,1561,0,370,746,0.5549179216323604,0.672037464306815,29,0.7373741018130343,attack
237,tcp,smtp,REJ,5157,41406,2,408,377,0.000979133676900057,0.06994120753979749,55,0.1362134633699461,normal
238,tcp,ssh,RSTO,3386,46568,0,442,253,0.3670496734445847,0.02052842706742497,440,0.2057568602249712,normal
24,udp,http,S0,1565,42860,0,347,471,0.7148284653782899,0.5558352885270039,350,0.7829710183614684,normal
314,udp,dns,RSTOS0,1823,23285,0,270,329,0.954706492358876,0.46479358209251875,171,0.44521384894451554,normal
455,tcp,smtp,REJ,9100,46667,1,132,9,0.32673933024410995,0.46510121116140235,220,0.8862413479814444,normal
355,udp,irc,S0,3765,5842,0,289,476,0.46407094746023114,0.8172242874567002,16,0.32750380956640024,normal
156,udp,telnet,REJ,7003,13549,1,464,200,0.9501869716023997,0.4493408862609717,366,0.4605496347238054,normal
160,udp,imap,RSTOS0,8787,12498,1,201,12,0.41596232511269937,0.5697877434660406,80,0.9495899275504078,normal
189,icmp,dns,RSTO,7274,31202,0,413,196,0.624309104592098,0.08728818124243176,136,0.48469204455741677,normal
195,icmp,ssh,REJ,6594,19612,2,53,400,0.09388810422118299,0.6271314132549503,343,0.5370614111983945,normal
355,icmp,ssh,REJ,510,18115,1,195,39,0.7713722521397526,0.7790603185665496,380,0.7384223332022771,normal
454,udp,dns,S0,7067,1908,2,272,221,0.6534374521687708,0.2868579531975072,315,0.598357492488906,normal
380,tcp,http,SF,563,7497,1,152,309,0.5502066808344759,0.1174695863791434,306,0.7372267704031183,normal
364,icmp,telnet,S0,487,7453,0,173,387,0.7725859300005002,0.08909628197507957,394,0.9322296904990821,normal
335,icmp,telnet,S0,5355,16988,2,486,128,0.6220089568784477,0.3453775325748709,430,0.5396061276421076,normal
75,tcp,ftp,RSTO,4097,14786,1,43,407,0.11788623414923671,0.5998010220142007,489,0.4679468087588795,normal
385,icmp,telnet,REJ,6743,2224,1,285,367,0.7487009907882679,0.4488641282645607,288,0.8873457173733841,normal
183,udp,pop3,RSTO,2721,17587,2,178,242,0.10518859586562934,0.5765622323861214,428,0.2078949876336007,normal
124,udp,telnet,RSTO,3358,26708,2,407,186,0.9348889533869115,0.3803554074888027,368,0.7943178891783395,normal
293,tcp,irc,SF,5453,36972,0,53,102,0.5693505243246638,0.836912675435277,110,0.9733038968595065,normal
381,udp,pop3,RSTO,8463,5457,2,399,364,0.06400310914174012,0.42225242392967155,151,0.0856523631962317,normal
183,icmp,dns,SF,3822,41006,1,367,279,0.6487205128636212,0.6966171917853349,201,0.3120273685678727,normal
352,tcp,dns,S0,7303,24390,1,400,261,0.13269418828777868,0.6983843849314885,34,0.8419573028249565,normal
367,tcp,ssh,REJ,7739,20967,1,74,334,0.17305419112463594,0.9583285362176073,205,0.02653347426588959,normal
74,tcp,http,RSTO,6926,29410,0,5,201,0.7873779693470139,0.4951561527639986,284,0.5966310122368929,normal
292,icmp,imap,RSTO,8404,18774,0,151,54,0.06405220548203894,0.9335368914530016,72,0.14765426187810748,normal
139,udp,http,SF,6599,47405,1,356,449,0.7648361866273349,0.18918174607289706,198,0.8007634933542719,normal
459,tcp,ftp,S0,4007,37089,2,379,101,0.6510962619583276,0.4002030395705224,380,0.8002946556341385,normal
169,icmp,http,S0,178,29666,1,68,417,0.029786317199877677,0.7677404462914931,313,0.4988878101758175,normal
203,tcp,irc,RSTOS0,801,1444,2,522,956,0.3583154765847868,0.33114793161388634,383,0.7448220752496001,attack
344,icmp,pop3,S0,281,1037,0,36,255,0.9014746605543461,0.537481810252095,92,0.44547712969440123,attack
71,udp,dns,SF,4935,29325,2,227,409,0.19332698365123857,0.8340112584881669,189,0.9012404846612511,normal
360,udp,ftp,RSTO,9463,45307,0,394,22,0.19714404123353868,0.18271768207975303,106,0.9305136639007183,normal
368,tcp,http,REJ,3385,3277,0,340,444,0.9564556004691238,0.5557753219376216,223,0.9801125391795565,normal
150,udp,ftp,RSTO,941,1258,0,325,444,0.23680322271664744,0.3624780164058903,454,0.7541401829344593,normal
435,udp,http,RSTOS0,4185,8372,0,366,187,0.41774628302070127,0.6939508305337273,199,0.060937011778671724,normal
22,tcp,smtp,SF,3326,8994,1,348,449,0.5974859347684773,0.6149734858335937,177,0.4568713102840597,normal
673,icmp,pop3,RSTO,4478,805,2,909,707,0.4582353090506439,0.9125430595348956,16,0.459896585177033,attack
4,tcp,ftp,RSTOS0,4198,3106,1,68,259,0.5815174305045195,0.8961766327145276,490,0.08535715197194982,normal
50,tcp,imap,RSTOS0,3776,44600,0,397,356,0.0119113741751673,0.691661173255565,326,0.8582115912017766,normal
311,tcp,pop3,RSTO,8516,8086,1,448,75,0.18166407420144703,0.8799748810136931,3,0.00263035820306301,normal
14,tcp,smtp,RSTOS0,2586,20823,0,153,239,0.77254682251209,0.8575458759794533,328,0.9286743476506867,normal
319,udp,dns,S0,393,42472,0,173,104,0.7662571859599794,0.9664603373291147,300,0.5333648932895577,normal
316,udp,dns,SF,1547,39209,1,251,470,0.1039437756738808,0.8817800007957044,473,0.7990137337535718,normal
108,udp,smtp,RSTO,7487,40121,0,309,179,0.40646482641788817,0.21220514620713438,479,0.045799521359448314,normal
24,tcp,irc,RSTOS0,6452,35521,1,69,360,0.25146438054622533,0.8862498305262113,175,0.6567776555781616,normal
85,udp,imap,SF,7655,48177,0,234,283,0.8605511771263569,0.7221547692594861,372,0.8177940773285501,normal
87,tcp,imap,RSTOS0,9262,4322,2,291,224,0.6856859392769067,0.11066457951418396,411,0.613518186545752,normal
132,icmp,smtp,REJ,3337,44569,1,230,398,0.3467942191041695,0.21707043261482495,383,0.6765325632735276,normal
128,udp,irc,RSTO,5143,9652,1,411,235,0.06594979933996847,0.04043576988641273,371,0.9066643422422282,normal
404,tcp,dns,SF,2236,45006,0,133,112,0.9796708469272624,0.5024382099278694,302,0.36650244456368986,normal
56,udp,telnet,REJ,3813,28659,2,122,248,0.40407775657799627,0.590812674110534,291,0.6478905807392821,normal
489,icmp,ftp,REJ,1445,13786,2,208,226,0.9545230097960701,0.5196216343307234,259,0.21302484429835522,normal
36,udp,ftp,RSTO,6085,37357,2,119,487,0.21217374774147835,0.566763889850685,422,0.18279287426553537,normal
381,udp,pop3,RSTO,622,29076,1,446,245,0.2781336900668848,0.036046298130815946,294,0.1739773178218491,normal
981,icmp,dns,RSTOS0,4052,1913,1,116,157,0.5798296586498014,0.7910644755814644,268,0.902479140436761,attack
215,icmp,irc,S0,4036,825,2,40,148,0.09413878837712397,0.3730456060056583,398,0.4210427429196205,attack
146,udp,smtp,S0,1757,15875,1,297,56,0.1449493358125169,0.14472219508379525,255,0.22078505668419202,normal
37,udp,smtp,REJ,1921,16408,0,330,239,0.4889202103870368,0.9649745623317398,325,0.5263884483182639,normal
314,udp,pop3,RSTO,7567,16809,1,498,317,0.2463567736325204,0.11396047216696603,148,0.39823059302122343,normal
365,icmp,http,SF,6646,2294,2,278,207,0.160520321251864,0.9002609900691131,46,0.767247334819805,normal
234,icmp,irc,SF,1854,47638,1,198,413,0.1564683323230318,0.7888250878935695,331,0.8023855585696075,normal
166,tcp,imap,SF,5049,38685,2,170,112,0.4460286069622458,0.829785284382365,26,0.43001824910134057,normal
499,udp,telnet,RSTO,1421,22128,2,269,355,0.7882127098247622,0.35431420361403365,413,0.9040148464236696,normal
450,udp,irc,RSTOS0,2220,13728,1,145,204,0.30695630308479094,0.6888906733871335,138,0.7069654703588821,normal
305,udp,http,S0,1247,42682,0,286,245,0.8446219506181691,0.8930163346646532,380,0.037918938482738196,normal
108,tcp,telnet,RSTO,4452,12915,1,83,268,0.354202978913165,0.9972717852144787,285,0.8485031700108817,normal
269,icmp,telnet,S0,1688,31622,1,477,249,0.9682946892126653,0.23824960325866085,195,0.3689468797768949,normal
280,tcp,telnet,SF,6484,1832,2,191,297,0.03618929726866382,0.5890433096512144,122,0.3104480953581693,normal
90,udp,smtp,RSTO,745,47810,0,220,50,0.9671153737567904,0.7689838852765094,109,0.3716084544506735,normal
322,udp,http,RSTO,9115,8785,1,422,432,0.8224643033672443,0.41502139065283417,339,0.1433315354330864,normal
334,icmp,smtp,RSTOS0,6081,49502,2,387,172,0.9652999771247959,0.3287280566471915,74,0.8615020046202188,normal
33,icmp,telnet,SF,8287,48288,0,406,210,0.3291509647488121,0.6406395705134355,34,0.33957759759196415,normal
383,udp,imap,REJ,3490,38939,0,163,378,0.5245084819546395,0.21948393131002608,457,0.980715069046981,normal
729,tcp,irc,RSTOS0,93,744,0,610,914,0.9430582346160454,0.28338672583394664,163,0.6538185085663208,attack
44,tcp,pop3,RSTO,1837,11193,0,358,366,0.029451200305333214,0.17848957071229565,274,0.9395804742823419,normal
346,udp,pop3,SF,8219,1291,0,19,25,0.09316794187902822,0.4489342837224328,391,0.6074835056645609,normal
217,udp,smtp,RSTOS0,3113,10815,2,235,217,0.6436270119306773,0.5672200920222904,142,0.8381051849331377,normal
665,icmp,ssh,S0,295,709,1,595,295,0.8248620905758636,0.14634779095309403,199,0.22814868492498053,attack
